Practitioner_ID,prac_name,prac_license_number,prac_NPI_Number,prac_license_expiry_date,prac_date_of_birth,prac_gender,prac_bank_account_number,prac_contact_number,prac_email_address,prac_practice_address_line1,prac_practice_address_line2,prac_practice_city,prac_practice_state,prac_practice_pincode,prac_primary_specialty,prac_secondary_specialty,prac_taxonomy_code,prac_medical_school,prac_graduation_year,prac_primary_hospital_id,prac_is_solo_practice,prac_onboarding_date,prac_practitioner_status,prac_sanction_history_details,CLAIM_CNT_LT_1M,CLAIM_AMT_LT_1M,CASHLESS_CLAIM_CNT_LT_1M,REIMB_CLAIM_CNT_LT_1M,REJECT_CLAIM_CNT_LT_1M,REJECT_CLAIM_AMT_LT_1M,APPROVE_CLAIM_CNT_LT_1M,APPROVE_CLAIM_AMT_LT_1M,UNIQUE_PATIENTS_CNT_LT_1M,UNIQUE_HOSPITALS_CNT_LT_1M,UNIQUE_AGENTS_CNT_LT_1M,AVG_CONSULTING_FEE_LT_1M,AVG_MEDICINE_FEE_LT_1M,REJECT_REIMB_CLAIM_CNT_LT_1M,REJECT_CSHL_CLAIM_CNT_LT_1M,APPROVE_CASHLESS_CLAIM_CNT_LT_1M,APPROVE_REIMB_CLAIM_CNT_LT_1M,CLAIM_CNT_LT_3M,CLAIM_AMT_LT_3M,CASHLESS_CLAIM_CNT_LT_3M,REIMB_CLAIM_CNT_LT_3M,REJECT_CLAIM_CNT_LT_3M,REJECT_CLAIM_AMT_LT_3M,APPROVE_CLAIM_CNT_LT_3M,APPROVE_CLAIM_AMT_LT_3M,UNIQUE_PATIENTS_CNT_LT_3M,UNIQUE_HOSPITALS_CNT_LT_3M,UNIQUE_AGENTS_CNT_LT_3M,AVG_CONSULTING_FEE_LT_3M,AVG_MEDICINE_FEE_LT_3M,REJECT_REIMB_CLAIM_CNT_LT_3M,REJECT_CSHL_CLAIM_CNT_LT_3M,APPROVE_CASHLESS_CLAIM_CNT_LT_3M,APPROVE_REIMB_CLAIM_CNT_LT_3M,CLAIM_CNT_LT_6M,CLAIM_AMT_LT_6M,CASHLESS_CLAIM_CNT_LT_6M,REIMB_CLAIM_CNT_LT_6M,REJECT_CLAIM_CNT_LT_6M,REJECT_CLAIM_AMT_LT_6M,APPROVE_CLAIM_CNT_LT_6M,APPROVE_CLAIM_AMT_LT_6M,UNIQUE_PATIENTS_CNT_LT_6M,UNIQUE_HOSPITALS_CNT_LT_6M,UNIQUE_AGENTS_CNT_LT_6M,AVG_CONSULTING_FEE_LT_6M,AVG_MEDICINE_FEE_LT_6M,REJECT_REIMB_CLAIM_CNT_LT_6M,REJECT_CSHL_CLAIM_CNT_LT_6M,APPROVE_CASHLESS_CLAIM_CNT_LT_6M,APPROVE_REIMB_CLAIM_CNT_LT_6M,CLAIM_CNT_YR_1,CLAIM_AMT_YR_1,CASHLESS_CLAIM_CNT_YR_1,REIMB_CLAIM_CNT_YR_1,REJECT_CLAIM_CNT_YR_1,REJECT_CLAIM_AMT_YR_1,APPROVE_CLAIM_CNT_YR_1,APPROVE_CLAIM_AMT_YR_1,UNIQUE_PATIENTS_CNT_YR_1,UNIQUE_HOSPITALS_CNT_YR_1,UNIQUE_AGENTS_CNT_YR_1,AVG_CONSULTING_FEE_YR_1,AVG_MEDICINE_FEE_YR_1,REJECT_REIMB_CLAIM_CNT_YR_1,REJECT_CSHL_CLAIM_CNT_YR_1,APPROVE_CASHLESS_CLAIM_CNT_YR_1,APPROVE_REIMB_CLAIM_CNT_YR_1,CLAIM_CNT_YR_2,CLAIM_AMT_YR_2,CASHLESS_CLAIM_CNT_YR_2,REIMB_CLAIM_CNT_YR_2,REJECT_CLAIM_CNT_YR_2,REJECT_CLAIM_AMT_YR_2,APPROVE_CLAIM_CNT_YR_2,APPROVE_CLAIM_AMT_YR_2,UNIQUE_PATIENTS_CNT_YR_2,UNIQUE_HOSPITALS_CNT_YR_2,UNIQUE_AGENTS_CNT_YR_2,AVG_CONSULTING_FEE_YR_2,AVG_MEDICINE_FEE_YR_2,REJECT_REIMB_CLAIM_CNT_YR_2,REJECT_CSHL_CLAIM_CNT_YR_2,APPROVE_CASHLESS_CLAIM_CNT_YR_2,APPROVE_REIMB_CLAIM_CNT_YR_2,CLAIM_CNT_YR_3,CLAIM_AMT_YR_3,CASHLESS_CLAIM_CNT_YR_3,REIMB_CLAIM_CNT_YR_3,REJECT_CLAIM_CNT_YR_3,REJECT_CLAIM_AMT_YR_3,APPROVE_CLAIM_CNT_YR_3,APPROVE_CLAIM_AMT_YR_3,UNIQUE_PATIENTS_CNT_YR_3,UNIQUE_HOSPITALS_CNT_YR_3,UNIQUE_AGENTS_CNT_YR_3,AVG_CONSULTING_FEE_YR_3,AVG_MEDICINE_FEE_YR_3,REJECT_REIMB_CLAIM_CNT_YR_3,REJECT_CSHL_CLAIM_CNT_YR_3,APPROVE_CASHLESS_CLAIM_CNT_YR_3,APPROVE_REIMB_CLAIM_CNT_YR_3,AVG_CLAIM_AMT_LT_1M,AVG_APPR_CLAIM_AMT_LT_1M,AVG_CLAIM_AMT_LT_3M,AVG_APPR_CLAIM_AMT_LT_3M,AVG_CLAIM_AMT_LT_6M,AVG_APPR_CLAIM_AMT_LT_6M,AVG_CLAIM_AMT_YR_1,AVG_APPR_CLAIM_AMT_YR_1,AVG_CLAIM_AMT_YR_2,AVG_APPR_CLAIM_AMT_YR_2,AVG_CLAIM_AMT_YR_3,AVG_APPR_CLAIM_AMT_YR_3,MEMBER_BANKMATCH_FLG
PRAC-1149,Zeeshan Guha,MCI/DEL/99506,4534714833,2030-01-25,1969-11-17,Female,360951617778,99064175201,zeeshan.doc40@clinic.com,57/91- Gola Zila,0,New Delhi,Delhi,110025,Pediatrics,Orthopedic Surgery,208000000X,JIPMER,1997,HOSP-0049,Y,2019-07-15,Under Review,0,5.0,2143081.76,4.0,1.0,0.0,0.0,4.0,1580041.98,5.0,5.0,4.0,71991.24,92850.29999999999,0.0,0.0,3.0,1.0,20,10398865.34,16,4,0,0.0,17,7693645.1899999995,20,16,17,84640.01950000001,117598.44099999999,0.0,0.0,14,3,30,21807105.27,25,5,0,0.0,27,17082921.49,30,21,26,147277.77233333333,135365.98666666666,0.0,0.0,23,4,33,23136326.35,26,7,0,0.0,30,18301353.45,33,22,29,141955.18757575756,128202.23,0.0,0.0,24,6,19,9201152.34,14,5,4,1198061.54,15,7123970.0200000005,19,15,19,108151.41421052632,81063.55631578948,3.0,1.0,13,2,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,428616.35199999996,395010.495,519943.267,452567.36411764706,726903.509,632700.7959259258,701100.7984848486,610045.115,484271.1757894737,474931.3346666667,0.0,0.0,0
PRAC-1150,Misha Das,MCI/WES/73985,943414089,2029-11-13,1981-05-09,Male,265305733005,97937596507,misha.doc58@clinic.com,08/270- Warrior,0,Kolkata,West Bengal,713798,Cardiology,Orthopedic Surgery,207R00000X,JIPMER,2006,HOSP-0044,Y,2020-02-06,Active,0,7.0,2987431.5700000003,6.0,1.0,0.0,0.0,7.0,2617790.95,7.0,7.0,7.0,62168.862857142856,76738.07285714286,0.0,0.0,6.0,1.0,12,4537602.24,10,2,1,867795.07,11,3230548.43,12,11,12,71008.48166666667,73441.82333333333,0.0,1.0,9,2,19,9611140.3,15,4,2,1062697.5899999999,16,6120019.92,19,16,19,102649.10263157895,110603.47421052633,0.0,2.0,12,4,21,10476375.23,15,6,2,1062697.5899999999,18,6842438.28,21,16,20,107975.6419047619,102679.94000000002,0.0,2.0,12,6,25,17870125.04,21,4,2,861481.17,22,14673884.59,25,20,22,126771.4884,115838.0968,1.0,1.0,19,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426775.9385714286,373970.1357142857,378133.52,293686.22090909095,505849.4894736842,382501.245,498875.01095238095,380135.46,714805.0016,666994.754090909,0.0,0.0,0
PRAC-1151,Zaina Babu,MCI/DEL/25567,5144311813,2029-10-05,1989-01-16,Male,765399490467,99921612760,zaina.doc35@clinic.com,47- Batta Zila,0,New Delhi,Delhi,110045,General Practice,Pediatrics,208D00000X,Christian Medical College,2018,HOSP-0049,N,2022-08-07,Active,0,2.0,2127425.2,2.0,0.0,1.0,1109908.84,1.0,959370.7,2.0,2.0,2.0,324123.25,98769.275,0.0,1.0,1.0,0.0,14,8660586.44,13,1,2,1144311.22,11,5989756.5200000005,14,11,14,157390.62785714286,96862.79714285715,0.0,2.0,10,1,26,19990688.06,22,4,2,1144311.22,22,16144453.200000001,26,19,23,194518.5076923077,132781.67076923075,0.0,2.0,18,4,31,23635059.07,26,5,2,1144311.22,27,19135548.04,31,23,27,180523.0935483871,136816.27677419354,0.0,2.0,22,5,16,9877926.1,11,5,1,73851.43,13,6112870.73,16,14,15,122902.2775,131350.89,0.0,1.0,8,5,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1063712.6,959370.7,618613.3171428571,544523.3200000001,768872.6176923077,733838.7818181819,762421.2603225807,708724.0014814815,617370.38125,470220.8253846154,0.0,0.0,0
PRAC-1152,Miraya Agrawal,MCI/TAM/52483,9212298725,2029-07-06,1988-12-20,Other,737252287106,98248290583,miraya.doc17@clinic.com,H.No. 08- Sachar Nagar,0,Chennai,Tamil Nadu,682398,Orthopedic Surgery,0,207X00000X,Christian Medical College,2016,HOSP-0042,N,2022-05-08,Active,0,7.0,2842037.22,5.0,2.0,2.0,1379965.73,4.0,1147315.75,7.0,7.0,7.0,90832.38857142859,82930.01428571428,1.0,1.0,3.0,1.0,16,8381987.24,12,4,3,1401527.84,12,5828039.6899999995,16,12,16,106049.16125,73335.885,1.0,2.0,9,3,30,21722088.66,21,9,3,1401527.84,25,16445526.33,30,21,28,150827.94966666668,119424.71133333333,1.0,2.0,18,7,39,27607672.54,27,12,4,2465981.6900000004,33,20611621.94,39,23,35,138113.51794871796,134200.66256410256,1.0,3.0,23,10,17,14254620.25,12,5,1,312494.02,15,11458845.29,17,12,17,119484.67705882352,204961.00647058824,0.0,1.0,10,5,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,406005.3171428572,286828.9375,523874.2025,485669.9741666666,724069.622,657821.0532,707889.0394871795,624594.6042424242,838507.0735294118,763923.0193333332,0.0,0.0,0
PRAC-1153,Madhav Sant,MCI/TAM/59278,1817294803,2025-11-08,1983-06-22,Male,100168294724,98477620115,madhav.doc15@clinic.com,07/67- Bajwa Street,0,Chennai,Tamil Nadu,604224,Neurology,Orthopedic Surgery,2084N0400X,Christian Medical College,2007,HOSP-0045,N,2015-09-21,Inactive,0,2.0,925512.8999999999,2.0,0.0,0.0,0.0,2.0,747060.04,2.0,2.0,2.0,50863.005000000005,134864.23,0.0,0.0,2.0,0.0,11,5305208.47,8,3,0,0.0,11,4439811.74,11,11,11,75077.17,99754.46181818182,0.0,0.0,8,3,22,11440537.790000001,18,4,2,242912.96000000002,19,9985221.01,22,19,21,94885.01181818183,86102.03863636364,0.0,2.0,15,4,27,15025784.85,22,5,2,242912.96000000002,23,12748043.66,27,22,25,117770.88148148147,92093.28666666668,0.0,2.0,19,4,20,12246872.370000001,15,5,0,0.0,20,10899513.62,20,16,18,135322.374,99277.8195,0.0,0.0,15,5,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,462756.44999999995,373530.02,482291.6790909091,403619.2490909091,520024.44500000007,525537.9478947368,556510.5499999999,554262.767826087,612343.6185000001,544975.681,0.0,0.0,0
PRAC-1154,Taimur Ray,MCI/WES/80098,8246351600,2026-08-31,1960-01-03,Male,245867299877,97940800974,taimur.doc87@clinic.com,80/76- Mani,Date Zila,Kolkata,West Bengal,755104,Neurology,Orthopedic Surgery,2084N0400X,Kasturba Medical College,1984,HOSP-0039,Y,2020-07-15,Active,0,5.0,2471447.01,3.0,2.0,1.0,544141.1,3.0,1393114.06,5.0,4.0,5.0,67654.016,101810.52799999999,0.0,1.0,2.0,1.0,15,7349921.21,11,4,2,924783.84,11,5096059.44,15,12,15,96719.05666666666,92886.304,1.0,1.0,9,2,30,24723818.62,23,7,2,924783.84,22,18202603.18,30,23,29,142965.46666666667,142193.23366666667,1.0,1.0,18,4,35,26096409.04,27,8,2,924783.84,27,19396159.32,35,25,33,132040.11685714286,128032.11342857142,1.0,1.0,22,5,21,12141277.030000001,18,3,2,1237605.07,16,7811059.68,21,14,21,114569.60571428572,137744.6476190476,0.0,2.0,13,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,494289.40199999994,464371.35333333333,489994.7473333333,463278.1309090909,824127.2873333334,827391.0536363636,745611.6868571428,718376.2711111112,578156.0490476191,488191.23,0.0,0.0,0
PRAC-1155,Aniruddh Andra,MCI/KAR/91562,2168504150,2030-03-29,1987-08-26,Male,565849085828,97960714378,aniruddh.doc55@clinic.com,28/627 Chad Street,Grewal Marg,Mysore,Karnataka,584907,Orthopedic Surgery,General Surgery,207X00000X,Armed Forces Medical College,2016,HOSP-0045,Y,2019-07-10,Active,0,2.0,1055786.07,0.0,2.0,0.0,0.0,2.0,931682.94,2.0,2.0,2.0,100981.305,63792.155000000006,0.0,0.0,0.0,2.0,11,10828103.63,7,4,1,3414242.94,8,4342252.57,11,9,11,221921.84363636366,221843.49636363637,0.0,1.0,4,4,21,19143952.41,14,7,1,3414242.94,17,11704826.13,21,17,21,175955.4019047619,246279.63142857142,0.0,1.0,10,7,25,20133470.57,16,9,1,3414242.94,21,12507230.12,25,19,25,159197.4836,212866.19240000003,0.0,1.0,12,9,21,8604447.6,13,8,1,177641.64,19,7035043.4399999995,21,19,20,81940.66428571429,94453.57619047619,1.0,0.0,12,7,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,527893.035,465841.47,984373.0572727274,542781.57125,911616.7814285714,688519.1841176471,805338.8228,595582.3866666666,409735.6,370265.4442105263,0.0,0.0,0
PRAC-1156,Alisha Malhotra,MCI/WES/86048,7180956810,2030-02-12,1996-07-23,Female,555076591388,98526906173,alisha.doc88@clinic.com,174 Setty Street,Sule Zila,Howrah,West Bengal,700698,Neurology,Pediatrics,2084N0400X,JIPMER,2024,HOSP-0028,N,2026-01-01,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4824700.23,4,1,1,1206956.07,4,3195937.5,5,5,5,206716.662,236166.854,0.0,1.0,3,1,14,10968537.14,8,6,2,2591193.1100000003,12,7500177.03,14,12,14,163540.1464285714,207243.68928571427,0.0,2.0,6,6,19,12884782.7,13,6,2,2591193.1100000003,16,8948161.99,19,16,18,152517.6305263158,168043.97736842107,0.0,2.0,10,6,26,19131890.330000002,20,6,1,408555.06,22,14503392.83,26,20,24,175946.4930769231,111769.565,0.0,1.0,16,6,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,964940.0460000001,798984.375,783466.9385714286,625014.7525000001,678146.4578947368,559260.124375,735841.9357692308,659245.1286363637,0.0,0.0,0
PRAC-1157,Shamik Mani,MCI/WES/25902,1081018498,2029-10-27,1977-11-25,Other,996878426090,98436374548,shamik.doc86@clinic.com,H.No. 76- Chopra Path,Yohannan Path,Howrah,West Bengal,717278,Cardiology,Dermatology,207R00000X,All India Institute of Medical Sciences,2007,HOSP-0046,N,2024-01-16,Active,0,8.0,11035227.2,6.0,2.0,0.0,0.0,8.0,8714278.18,8.0,8.0,8.0,116930.3375,333783.5225,0.0,0.0,6.0,2.0,10,11262481.95,8,2,0,0.0,10,8913955.58,10,10,10,96416.326,273626.457,0.0,0.0,8,2,23,24157192.14,20,3,1,1206187.93,20,17794827.49,23,21,23,113329.19347826087,239070.03043478262,0.0,1.0,17,3,27,28717139.52,24,3,1,1206187.93,24,21772413.52,27,22,26,121817.52370370372,244839.36296296294,0.0,1.0,21,3,23,10898119.71,20,3,1,355256.31,22,9256941.46,23,17,20,61145.234347826095,106854.84434782609,0.0,1.0,19,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1379403.4,1089284.7725,1126248.1949999998,891395.558,1050312.7017391305,889741.3744999999,1063597.76,907183.8966666666,473831.29173913045,420770.0663636364,0.0,0.0,0
PRAC-1158,Pari Bakshi,MCI/DEL/72014,1548907509,2027-08-19,1961-09-27,Other,327510102965,97832682512,pari.doc43@clinic.com,359- Sinha Path,0,New Delhi,Delhi,110051,General Surgery,Pediatrics,208600000X,Maulana Azad Medical College,1991,HOSP-0025,Y,1994-06-13,Active,0,4.0,2182277.62,3.0,1.0,1.0,1504779.22,3.0,612645.55,4.0,4.0,4.0,97960.275,83111.725,0.0,1.0,2.0,1.0,11,5200243.5,9,2,1,1504779.22,10,3099798.28,11,11,10,84489.84363636364,81908.50545454546,0.0,1.0,8,2,23,10869521.01,16,7,1,1504779.22,22,8174670.54,23,19,21,100629.76478260869,89868.82565217391,0.0,1.0,15,7,30,13305635.63,22,8,1,1504779.22,29,10165345.73,30,21,28,93966.97166666666,87998.15999999999,0.0,1.0,21,8,12,10419128.26,9,3,1,398455.11,10,8698884.67,12,12,12,234707.98916666664,106362.65999999999,1.0,0.0,9,1,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,545569.405,204215.18333333335,472749.4090909091,309979.828,472587.87,371575.93363636365,443521.1876666667,350529.1631034483,868260.6883333334,869888.467,0.0,0.0,0
PRAC-1159,Madhup Yadav,MCI/TAM/96489,7548148,2030-06-16,1968-05-23,Other,508764429694,99456168949,madhup.doc29@clinic.com,H.No. 95- Doshi Ganj,Maharaj,Madurai,Tamil Nadu,686857,Oncology,Orthopedic Surgery,207R00000X,Christian Medical College,1993,HOSP-0013,Y,2005-11-27,Under Review,0,10.0,3186313.79,8.0,2.0,0.0,0.0,7.0,2089319.54,10.0,9.0,10.0,45976.245,56551.01700000001,0.0,0.0,6.0,1.0,20,10888657.43,13,7,0,0.0,17,8289261.300000001,20,16,18,94614.9605,108396.656,0.0,0.0,11,6,32,17213258.85,21,11,2,2142838.59,27,11603645.200000001,32,22,28,88760.1778125,118471.415,0.0,2.0,17,10,43,21958889.06,30,13,2,2142838.59,38,15822950.63,43,27,36,84792.05674418605,115305.00255813955,0.0,2.0,26,12,14,8581624.8,9,5,1,1280237.76,11,5237631.62,14,13,14,123134.47714285714,127071.5992857143,1.0,0.0,7,4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,318631.379,298474.22000000003,544432.8715,487603.605882353,537914.3390625,429764.63703703706,510671.83860465116,416393.43763157894,612973.2000000001,476148.3290909091,0.0,0.0,0
PRAC-1160,Rati Sharaf,MCI/DEL/55423,7665909114,2026-02-08,1997-02-06,Other,763441493579,97482640354,rati.doc88@clinic.com,H.No. 674 Kashyap Circle,0,New Delhi,Delhi,110091,Orthopedic Surgery,Pediatrics,207X00000X,Armed Forces Medical College,2025,HOSP-0005,Y,2027-01-01,Active,0,2.0,6026968.34,2.0,0.0,1.0,146018.28,1.0,5012650.55,2.0,2.0,2.0,1123177.04,853599.87,0.0,1.0,1.0,0.0,19,13607421.18,17,2,1,146018.28,14,10231847.85,19,17,19,192772.12105263156,189801.94842105263,0.0,1.0,13,1,36,27736395.96,30,6,1,146018.28,29,19392735.04,36,26,33,179269.25055555557,146212.9525,0.0,1.0,26,3,39,28883779.7,32,7,1,146018.28,32,20333057.19,39,28,36,170170.47461538462,143278.90076923076,0.0,1.0,28,4,22,10253871.05,18,4,1,676741.57,20,7893590.17,22,16,21,82097.28454545455,110803.88681818181,1.0,0.0,17,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3013484.17,5012650.55,716180.0621052631,730846.275,770455.4433333334,668715.0013793103,740609.7358974359,635408.0371875,466085.0477272728,394679.5085,0.0,0.0,0
PRAC-1161,Kabir Sodhi,MCI/MAH/62877,69233674,2029-05-11,1961-12-24,Other,693367021279,97713793125,kabir.doc81@clinic.com,46/20 Varkey,0,Pune,Maharashtra,429224,Pediatrics,General Practice,208000000X,Maulana Azad Medical College,1988,HOSP-0042,Y,2015-08-22,Active,0,3.0,2195163.5,1.0,2.0,0.0,0.0,3.0,1743124.9100000001,3.0,3.0,3.0,58331.96,238889.3866666667,0.0,0.0,1.0,2.0,11,8895145.6,7,4,1,1342395.72,9,5708082.08,11,9,11,179163.0809090909,172072.42727272728,0.0,1.0,5,4,20,14631406.3,11,9,2,1416725.51,17,10307012.8,20,16,20,176908.62949999998,167214.6395,1.0,1.0,9,8,28,20669335.81,19,9,2,1416725.51,25,15312902.370000001,27,21,26,184375.31714285715,152597.78035714285,1.0,1.0,17,8,20,7788767.29,15,5,0,0.0,19,6710150.32,20,18,19,84471.07849999999,64764.54299999999,0.0,0.0,14,5,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,731721.1666666666,581041.6366666667,808649.6,634231.3422222222,731570.3150000001,606294.8705882353,738190.5646428571,612516.0948000001,389438.3645,353165.80631578946,0.0,0.0,0
PRAC-1162,Neelofar Kaul,MCI/DEL/70547,3631137908,2029-04-07,1972-06-30,Male,259862487483,99238357768,neelofar.doc81@clinic.com,36/89 Raja Circle,0,New Delhi,Delhi,110069,Orthopedic Surgery,General Surgery,207X00000X,JIPMER,1997,HOSP-0037,N,2012-03-09,Active,0,3.0,2572282.0300000003,3.0,0.0,0.0,0.0,3.0,2117435.75,3.0,3.0,3.0,109113.50666666667,309047.74666666664,0.0,0.0,3.0,0.0,10,6847702.5600000005,8,2,1,860738.76,7,2916286.17,10,10,9,107675.36399999999,159533.909,1.0,0.0,7,0,22,16445727.52,15,7,1,860738.76,16,8631894.67,22,20,21,106582.19818181818,168214.53772727272,1.0,0.0,13,3,30,21681412.55,21,9,2,2230132.74,23,12103048.05,30,25,27,126525.361,171046.88566666667,1.0,1.0,18,5,20,19155120.34,15,5,2,686536.3,18,15918749.72,20,17,19,188678.2885,207724.9185,1.0,1.0,14,4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,857427.3433333334,705811.9166666666,684770.256,416612.31,747533.0690909091,539493.416875,722713.7516666667,526219.4804347827,957756.017,884374.9844444445,0.0,0.0,0
PRAC-1163,Aarush Sha,MCI/WES/76531,935875469,2027-05-14,1973-05-13,Other,865599486976,99037429274,aarush.doc93@clinic.com,H.No. 926 Konda Nagar,0,Howrah,West Bengal,726779,Neurology,Orthopedic Surgery,2084N0400X,Kasturba Medical College,1997,HOSP-0022,Y,2021-02-20,Active,0,4.0,1985600.6700000002,2.0,2.0,1.0,186680.76,2.0,1464382.83,4.0,4.0,4.0,127546.2525,109646.5475,1.0,0.0,2.0,0.0,10,6704166.61,8,2,1,186680.76,8,5017321.75,10,10,10,185403.695,126736.968,1.0,0.0,8,0,18,9894385.42,14,4,2,397670.67000000004,15,7546217.51,17,17,18,147611.205,121283.0388888889,1.0,1.0,13,2,29,27536439.419999998,20,9,4,5156722.27,24,18333520.73,28,23,27,179552.54551724138,217617.38275862072,1.0,3.0,17,7,23,12234382.209999999,17,6,0,0.0,22,11001907.950000001,22,17,21,146181.07913043478,95827.8791304348,0.0,0.0,16,6,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,496400.16750000004,732191.415,670416.6610000001,627165.21875,549688.0788888889,503081.16733333335,949532.3937931034,763896.6970833334,531929.6613043478,500086.72500000003,0.0,0.0,0
PRAC-1164,Vidur Viswanathan,MCI/WES/90403,1064267056,2030-02-17,1971-06-23,Other,621436268003,97704455286,vidur.doc2@clinic.com,H.No. 776- Mand Circle,0,Howrah,West Bengal,706974,Orthopedic Surgery,General Practice,207X00000X,JIPMER,2000,HOSP-0021,N,2005-03-19,Active,0,3.0,1389086.08,3.0,0.0,1.0,189812.59,2.0,1094893.96,3.0,3.0,3.0,55726.48999999999,112793.98666666668,0.0,1.0,2.0,0.0,9,10395996.799999999,7,2,1,189812.59,8,9447621.219999999,9,9,9,437585.7511111111,322525.8777777778,0.0,1.0,6,2,18,16067270.64,13,5,1,189812.59,16,14094087.139999999,18,16,17,314357.6283333333,227394.69,0.0,1.0,11,5,25,18160804.88,19,6,1,189812.59,23,15873773.209999999,25,19,22,242142.8508,177598.7276,0.0,1.0,17,6,22,14345287.86,15,7,3,1286543.2799999998,17,10661285.66,22,19,21,144550.8190909091,154289.82045454544,2.0,1.0,13,4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,463028.69333333336,547446.98,1155110.7555555555,1180952.6524999999,892626.1466666667,880880.4462499999,726432.1952,690164.0526086956,652058.5390909091,627134.4505882353,0.0,0.0,0
PRAC-1165,Aayush Issac,MCI/KAR/45558,7071827985,2027-08-26,1971-04-05,Female,152124477153,98841153209,aayush.doc45@clinic.com,22/36 Verma Marg,0,Mysore,Karnataka,562143,Cardiology,0,207R00000X,Christian Medical College,1999,HOSP-0008,Y,2008-07-15,Under Review,0,6.0,8444169.15,4.0,2.0,0.0,0.0,6.0,7638939.23,6.0,6.0,6.0,266836.2683333333,203102.04833333334,0.0,0.0,4.0,2.0,15,19906153.07,11,4,0,0.0,15,17306265.14,15,12,14,291242.71466666664,247493.676,0.0,0.0,11,4,32,30255751.26,23,9,0,0.0,32,25954992.21,32,23,29,230267.9265625,174625.3265625,0.0,0.0,23,9,38,34358716.74,27,11,1,140397.15,37,29402295.73,38,28,32,208782.0352631579,167168.42578947367,1.0,0.0,27,10,11,9092952.65,8,3,0,0.0,11,7155222.550000001,11,11,11,155321.42454545453,124578.72636363636,0.0,0.0,8,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1407361.5250000001,1273156.5383333333,1327076.8713333334,1153751.0093333335,945492.226875,811093.5065625,904176.7563157895,794656.6413513514,826632.0590909091,650474.7772727273,0.0,0.0,0
PRAC-1166,Emir Choudhry,MCI/TAM/49728,712670593,2027-05-02,1964-12-29,Other,553292192522,99484045384,emir.doc20@clinic.com,23/768 Kalita Nagar,Khalsa Ganj,Madurai,Tamil Nadu,620603,Oncology,Cardiology,207R00000X,Armed Forces Medical College,1992,HOSP-0025,Y,2025-04-02,Active,0,5.0,9444881.07,2.0,3.0,0.0,0.0,5.0,7903663.5,5.0,4.0,5.0,375367.83200000005,445619.19399999996,0.0,0.0,2.0,3.0,18,17033868.62,10,8,1,180331.32,17,14436442.01,18,15,17,159616.95111111112,222912.335,1.0,0.0,10,7,28,26841019.37,19,9,2,1218980.0,24,21040403.99,28,21,26,185965.9217857143,216285.42142857143,1.0,1.0,17,7,32,31724312.67,23,9,3,1734233.3900000001,27,24262376.78,32,24,29,188359.2796875,228664.3384375,1.0,2.0,20,7,17,9553006.66,14,3,2,721564.05,14,6937241.7299999995,17,16,16,125374.41823529411,130801.55176470587,0.0,2.0,11,3,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1888976.2140000002,1580732.7,946326.0344444445,849202.4711764706,958607.8346428572,876683.4995833333,991384.7709375,898606.5474074074,561941.5682352941,495517.26642857137,0.0,0.0,0
