prac_id,prac_name,prac_license_number,prac_NPI_Number,prac_license_expiry_date,prac_date_of_birth,prac_gender,prac_bank_account_number,prac_contact_number,prac_email_address,prac_practice_address_line1,prac_practice_address_line2,prac_practice_city,prac_practice_state,prac_practice_pincode,prac_primary_specialty,prac_secondary_specialty,prac_taxonomy_code,prac_medical_school,prac_graduation_year,prac_primary_hospital_id,prac_is_solo_practice,prac_onboarding_date,prac_practitioner_status,prac_sanction_history_details
PRAC-1172,Vidur Sastry,MCI/WES/11476,9730497237,2029-01-14,1968-10-30,Male,627998834982,97546437260,vidur.doc67@clinic.com,47/12 Balasubramanian,Ranganathan Marg,Howrah,West Bengal,702381,Orthopedic Surgery,,207X00000X,Armed Forces Medical College,1993,HOSP-0006,Y,2015-02-02,Active,
PRAC-1173,Charvi Garg,MCI/WES/13025,9706338757,2026-07-08,1986-02-18,Female,650870413983,98434634201,charvi.doc53@clinic.com,47/402- Biswas Path,Dash Circle,Kolkata,West Bengal,703070,Oncology,Neurology,207R00000X,Kasturba Medical College,2014,HOSP-0021,Y,2021-10-01,Inactive,
PRAC-1174,Anika Mann,MCI/KAR/59444,6521273667,2028-06-13,1995-10-14,Male,233448529479,97747456313,anika.doc47@clinic.com,90/78- Bhattacharyya Zila,,Mysore,Karnataka,588448,General Surgery,,208600000X,Kasturba Medical College,2019,HOSP-0013,N,2025-06-05,Active,
PRAC-1175,Madhup Dugar,MCI/MAH/10627,5657234886,2027-10-23,1971-01-30,Other,566063541998,99048947976,madhup.doc28@clinic.com,68/727 Bora Marg,,Nagpur,Maharashtra,496792,General Practice,Orthopedic Surgery,208D00000X,Christian Medical College,1998,HOSP-0029,N,2019-12-03,Active,
PRAC-1176,Faiyaz Mani,MCI/KAR/80772,0951375459,2030-02-16,1969-01-18,Male,680916461463,98974677513,faiyaz.doc88@clinic.com,098- Bera Zila,,Mysore,Karnataka,586611,General Practice,Cardiology,208D00000X,Kasturba Medical College,1995,HOSP-0007,Y,2000-07-04,Active,
PRAC-1177,Hridaan Chandra,MCI/KAR/99008,0663626005,2025-10-19,1972-03-25,Other,717682396254,99703219459,hridaan.doc37@clinic.com,H.No. 183 Gaba,Wable Ganj,Bangalore,Karnataka,564886,Neurology,,2084N0400X,Christian Medical College,1996,HOSP-0041,Y,2012-03-10,Active,
PRAC-1178,Manjari Uppal,MCI/TAM/35524,5392440880,2029-09-26,1965-10-06,Other,587256272679,97233904789,manjari.doc57@clinic.com,05/448- Chaudhuri,,Madurai,Tamil Nadu,644793,Oncology,Neurology,207R00000X,Maulana Azad Medical College,1994,HOSP-0016,Y,2010-05-01,Active,
PRAC-1179,Indranil Kala,MCI/MAH/98749,8050842689,2030-07-07,1992-03-05,Female,182881093797,98463595280,indranil.doc65@clinic.com,102- Sarma Chowk,,Nagpur,Maharashtra,446820,Dermatology,General Practice,207N00000X,Maulana Azad Medical College,2018,HOSP-0032,Y,2022-03-07,Active,
PRAC-1180,Farhan Manne,MCI/MAH/16757,7665264381,2028-06-30,1996-01-30,Male,718787895911,98234180353,farhan.doc73@clinic.com,H.No. 210 Aggarwal Road,,Pune,Maharashtra,429406,Pediatrics,Cardiology,208000000X,Christian Medical College,2024,HOSP-0041,Y,2026-01-01,Active,
PRAC-1181,Jivika Hans,MCI/TAM/42319,4235015668,2027-10-27,1979-06-04,Other,717506528375,98719044390,jivika.doc68@clinic.com,472 Sodhi Chowk,Mand,Chennai,Tamil Nadu,648181,General Surgery,Neurology,208600000X,Maulana Azad Medical College,2006,HOSP-0018,Y,2011-08-02,Inactive,
PRAC-1182,Damini Gokhale,MCI/DEL/48988,0165910911,2029-02-26,1979-08-26,Other,053221546435,98224366597,damini.doc69@clinic.com,943 Sinha Ganj,,New Delhi,Delhi,110098,General Surgery,General Practice,208600000X,Armed Forces Medical College,2004,HOSP-0024,N,2007-09-25,Active,
PRAC-1183,Zaina Taneja,MCI/TAM/59590,3852802453,2029-01-05,1979-04-11,Male,238129067216,98464902880,zaina.doc45@clinic.com,97/933 Borde Road,,Madurai,Tamil Nadu,626892,Cardiology,Neurology,207R00000X,JIPMER,2007,HOSP-0012,N,2018-06-16,Active,
PRAC-1184,Dhanuk Kapadia,MCI/WES/10128,2749684973,2026-08-28,1983-05-02,Female,979375517032,97201616685,dhanuk.doc6@clinic.com,711- Mangal Zila,,Howrah,West Bengal,778429,Dermatology,Neurology,207N00000X,Christian Medical College,2010,HOSP-0006,Y,2023-03-17,Active,
PRAC-1185,Ishaan Vyas,MCI/WES/85616,0783557249,2026-08-11,1988-09-14,Other,304513956156,97190668065,ishaan.doc65@clinic.com,H.No. 592- Ravel Path,,Kolkata,West Bengal,741412,Neurology,General Practice,2084N0400X,Kasturba Medical College,2017,HOSP-0050,Y,2021-05-08,Inactive,
PRAC-1186,Aaryahi Doshi,MCI/TAM/35759,2979230266,2028-03-28,1980-07-27,Other,280654830952,98878702395,aaryahi.doc72@clinic.com,H.No. 91 Agate,,Chennai,Tamil Nadu,677590,Oncology,General Practice,207R00000X,JIPMER,2004,HOSP-0005,N,2022-11-18,Active,
PRAC-1187,Vanya Bala,MCI/KAR/89539,1909780513,2025-12-26,1963-05-13,Female,880307306886,98764331775,vanya.doc22@clinic.com,50/968- Tripathi Path,,Mysore,Karnataka,585740,Neurology,,2084N0400X,All India Institute of Medical Sciences,1991,HOSP-0014,Y,2003-02-05,Active,
PRAC-1188,Nayantara Manne,MCI/MAH/82817,5389427259,2026-09-27,1978-05-02,Female,223581895601,99232526711,nayantara.doc73@clinic.com,05- Srinivas,,Mumbai,Maharashtra,464062,General Practice,Cardiology,208D00000X,Christian Medical College,2006,HOSP-0045,Y,2017-08-10,Active,
PRAC-1189,Dharmajan Banerjee,MCI/DEL/62296,8333146031,2029-11-05,1970-01-08,Male,226987016622,97139948993,dharmajan.doc52@clinic.com,57/032- Kadakia Marg,,New Delhi,Delhi,110031,General Practice,General Surgery,208D00000X,All India Institute of Medical Sciences,1994,HOSP-0035,N,2011-03-14,Active,
PRAC-1190,Anaya Doshi,MCI/KAR/53576,5332091760,2028-09-26,1959-11-10,Other,194240642838,99121716732,anaya.doc4@clinic.com,H.No. 56- Bajwa Road,,Mysore,Karnataka,569376,General Surgery,Cardiology,208600000X,Kasturba Medical College,1986,HOSP-0009,N,2016-09-04,Active,
PRAC-1191,Rhea Setty,MCI/WES/88163,2684606487,2029-08-28,1986-03-27,Male,481268459596,98710649904,rhea.doc45@clinic.com,00/78- Baria Street,Choudhry Chowk,Howrah,West Bengal,726908,Oncology,Cardiology,207R00000X,Maulana Azad Medical College,2014,HOSP-0014,Y,2020-08-11,Active,
PRAC-1192,Kiara Hora,MCI/KAR/13969,4876169073,2028-05-23,1992-07-16,Female,323454198677,98344703542,kiara.doc28@clinic.com,47/804- Talwar Street,,Mysore,Karnataka,561040,Dermatology,General Surgery,207N00000X,All India Institute of Medical Sciences,2017,HOSP-0011,N,2022-12-31,Active,
PRAC-1193,Adah Som,MCI/MAH/77947,8928361790,2029-02-23,1993-02-20,Male,179032678662,99841445099,adah.doc38@clinic.com,11/555 Chana Chowk,Chauhan Nagar,Pune,Maharashtra,426220,Orthopedic Surgery,General Surgery,207X00000X,Armed Forces Medical College,2020,HOSP-0035,N,2023-10-15,Active,
PRAC-1194,Raghav Wagle,MCI/KAR/92235,2848213459,2028-05-05,1995-06-21,Male,488579315398,97417269263,raghav.doc7@clinic.com,H.No. 19- Bali Street,Ramanathan Ganj,Mysore,Karnataka,575237,Pediatrics,General Surgery,208000000X,Armed Forces Medical College,2020,HOSP-0009,N,2023-08-27,Active,
PRAC-1195,Diya Korpal,MCI/DEL/34604,6461607873,2025-08-24,1984-04-29,Other,634032176376,99511294147,diya.doc60@clinic.com,50/01 Dhawan Road,Vohra Chowk,New Delhi,Delhi,110001,General Surgery,Cardiology,208600000X,Kasturba Medical College,2009,HOSP-0020,Y,2012-08-29,Active,
PRAC-1196,Biju Kale,MCI/DEL/82076,3969210707,2027-07-02,1992-10-02,Other,775395656108,99765371490,biju.doc17@clinic.com,H.No. 26- Karnik Circle,Saha Nagar,New Delhi,Delhi,110011,Oncology,General Practice,207R00000X,JIPMER,2019,HOSP-0046,N,2022-11-03,Active,
PRAC-1197,Mahika Hari,MCI/WES/93337,9581988905,2027-01-21,1969-01-24,Female,938079107660,97780864950,mahika.doc79@clinic.com,93/495 Chaudhary Circle,Kapadia Zila,Kolkata,West Bengal,728363,Oncology,Orthopedic Surgery,207R00000X,JIPMER,1997,HOSP-0027,N,2022-06-17,Active,
PRAC-1198,Taran Deshpande,MCI/KAR/98239,2380956318,2027-07-19,1974-05-17,Female,191680840552,99316415506,taran.doc89@clinic.com,37/56 Vohra Street,Vasa Nagar,Mysore,Karnataka,573978,Orthopedic Surgery,Oncology,207X00000X,Kasturba Medical College,2000,HOSP-0010,N,2011-09-21,Active,
PRAC-1199,Aaryahi Srinivasan,MCI/KAR/71232,4626171452,2030-06-27,1992-10-23,Other,344011744638,98954965706,aaryahi.doc54@clinic.com,95/86- Lad Ganj,,Mysore,Karnataka,566544,Dermatology,Orthopedic Surgery,207N00000X,Christian Medical College,2022,HOSP-0005,N,2025-03-04,Active,
